gf_id	category	lemma	governed_case	representative_synsets	sources	source_details	validation_status	exact_lexicon_function	alternate_lexicon_functions	flags
i_mbyllur_V	V	i mbyllur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_ngarkuar_V	V	i ngarkuar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_nxjerr_zorret_V	V	i nxjerr zorrët			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_paster_V	V	i pastër			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_plas_shpirtin_V	V	i plas shpirtin			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_pres_koken_V	V	i pres kokën			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_perkas_dikujt_V	V	i përkas dikujt			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_pershtatshem_V	V	i përshtatshëm			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_rraskapitur_V	V	i rraskapitur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_sakte_V	V	i saktë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_sheshte_V	V	i sheshtë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_shkoj_pas_qejfit_V	V	i shkoj pas qejfit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_skalitur_V	V	i skalitur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_takon_V	V	i takon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_tejdukshem_V	V	i tejdukshëm			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_tensionuar_V	V	i tensionuar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_thate_V	V	i thatë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_topitur_V	V	i topitur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_valezuar_V	V	i valëzuar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_zgjuar_nga_gjumi_V	V	i zgjuar ( nga gjumi)			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet,punctuation
i_zene_V	V	i zënë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
i_zene_me_pune_V	V	i zënë me punë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_be_zakon_V	V	ia bë zakon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_dal_V	V	ia dal			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_dal_mbane_V	V	ia dal mbanë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_dale_mbane_V	V	ia dalë mbanë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_dorezoj_V	V	ia dorëzoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_hedh_V	V	ia hedh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_kaloj_V	V	ia kaloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_ngul_syte_V	V	ia ngul sytë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_nenshtroj_rregullave_V	V	ia nënshtroj rregullave			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ia_sjell_ne_maje_te_hundes_V	V	ia sjell në majë të hundës			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
identifikoj_V	V	identifikoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
iki_V	V	iki			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
iki_fshehurazi_V	V	iki fshehurazi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
iki_me_vrap_V	V	iki me vrap			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
iki_vjedhurazi_V	V	iki vjedhurazi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
ikje_V	V	ikje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
iken_V	V	ikën			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ilustroj_V	V	ilustroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
imagjinoj_V	V	imagjinoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
imitoj_V	V	imitoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
improvizoj_V	V	improvizoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inat_V	V	inat			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inatos_V	V	inatos			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inatosem_V	V	inatosem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
influence_V	V	influencë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
informoj_V	V	informoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
injoroj_V	V	injoroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
inkurajoj_V	V	inkurajoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
insistoj_V	V	insistoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
instaloj_V	V	instaloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
instruktoj_V	V	instruktoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interesim_V	V	interesim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interesohem_V	V	interesohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interpretoj_V	V	interpretoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
interpreton_V	V	interpreton			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
investigoj_V	V	investigoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
investoj_V	V	investoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
irritim_V	V	irritim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
irritohem_V	V	irritohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
irritoj_V	V	irritoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
jam_V	V	jam			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
jam_i_etur_V	V	jam i etur			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jam_i_mendimit_V	V	jam i mendimit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jam_ne_gjendje_V	V	jam ne gjendje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jam_ne_borxh_V	V	jam në borxh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_V	V	jap			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
jap_falenderime_V	V	jap falenderime			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_forme_V	V	jap formë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_hua_V	V	jap hua			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_me_qira_V	V	jap me qira			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_mesim_V	V	jap mësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_rryshfet_V	V	jap rryshfet			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_sinjal_V	V	jap sinjal			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jap_urdher_V	V	jap urdhër			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
jashteshkruaj_V	V	jashtëshkruaj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
jazz_V	V	jazz			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
jehon_V	V	jehon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
jep_V	V	jep			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
jetoj_V	V	jetoj			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | live_V	baseline_lexicon_exact	live_V		lexicon_sqi_exact,pos_from_wordnet
jetoj_sipas_parimeve_V	V	jetoj sipas parimeve			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
joshje_V	V	joshje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
justifikoj_V	V	justifikoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
ka_te_bej_V	V	ka të bëj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kacafytje_V	V	kacafytje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kacavirrem_V	V	kacavirrem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kafshim_V	V	kafshim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kafshoj_V	V	kafshoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kalim_V	V	kalim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kalkuloj_V	V	kalkuloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kallep_V	V	kallëp			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kallezoj_V	V	kallëzoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kaloj_V	V	kaloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kaloj_neper_V	V	kaloj nëpër			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kaloj_permes_V	V	kaloj përmes			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kalon_V	V	kalon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kam_V	V	kam			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kam_idene_se_V	V	kam idenë se			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kam_mall_V	V	kam mall			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kam_nder_mend_V	V	kam ndër mend			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kam_ne_mendje_V	V	kam në mendje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kam_para_sysh_V	V	kam para sysh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kampion_V	V	kampion			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kanakar_V	V	kanakar			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kanal_V	V	kanal			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kanace_V	V	kanaçe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kanoset_V	V	kanoset			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kap_V	V	kap			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kapardisje_V	V	kapardisje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kapem_V	V	kapem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kapem_pas_V	V	kapem pas			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kapis_V	V	kapis			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kapitulloj_V	V	kapitulloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kapje_V	V	kapje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kapsit_syte_V	V	kapsit sytë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kapercim_V	V	kapërcim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
karakteristike_V	V	karakteristike			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
karakterizoj_V	V	karakterizoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kasaphane_V	V	kasaphanë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kasolle_V	V	kasolle			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kategorizoj_V	V	kategorizoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
katranosje_V	V	katranosje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kacurrel_V	V	kaçurrel			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqardhje_V	V	keqardhje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqinformoj_V	V	keqinformoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqinterpretoj_V	V	keqinterpretoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqesim_V	V	keqësim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqesohem_V	V	keqësohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
keqesoj_V	V	keqësoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
klasifikoj_V	V	klasifikoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
klikosje_V	V	klikosje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
know_V	V	know			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kodoj_V	V	kodoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kohe_V	V	kohë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kokosh_V	V	kokosh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
komandim_V	V	komandim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kombinoj_V	V	kombinoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kompakt_V	V	kompakt			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kompesim_V	V	kompesim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kompesoj_V	V	kompesoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kompletoj_V	V	kompletoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kompozoj_V	V	kompozoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
komunikim_V	V	komunikim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
komunikoj_V	V	komunikoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
koncentroj_V	V	koncentroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konceptoj_V	V	konceptoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konceptual_V	V	konceptual			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konfirmoj_V	V	konfirmoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konfuz_V	V	konfuz			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konkludoj_V	V	konkludoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konkretizoj_V	V	konkretizoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konkurroj_V	V	konkurroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konservoj_V	V	konservoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konsfikim_V	V	konsfikim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konsideroj_V	V	konsideroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konspektoj_V	V	konspektoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konstatoj_V	V	konstatoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konsultoj_V	V	konsultoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konsumoj_V	V	konsumoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontakt_V	V	kontakt			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontestoj_V	V	kontestoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontradikt_V	V	kontradikt			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontraktohem_V	V	kontraktohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontraktoj_V	V	kontraktoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontriboj_V	V	kontriboj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontroll_V	V	kontroll			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kontrolloj_V	V	kontrolloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konture_V	V	konturë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
konvertoj_V	V	konvertoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
koordinoj_V	V	koordinoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kopje_V	V	kopje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kopjoj_V	V	kopjoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
korr_V	V	korr			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
korrespondon_V	V	korrespondon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
korrigjoj_V	V	korrigjoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
korruptoj_V	V	korruptoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kosit_V	V	kosit			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kotesi_V	V	kotësi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
krah_V	V	krah			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
krahasim_V	V	krahasim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
krahasoj_V	V	krahasoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
krekosje_V	V	krekosje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kremtoj_V	V	kremtoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kridhem_V	V	kridhem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
krijim_V	V	krijim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
krijoj_V	V	krijoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
krijoj_gojarisht_V	V	krijoj gojarisht			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kriptoj_V	V	kriptoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kristalizoj_V	V	kristalizoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kronometroj_V	V	kronometroj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kruajre_V	V	kruajre			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kryej_V	V	kryej			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kryhen_V	V	kryhen			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kryqezoj_V	V	kryqëzoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kthehem_V	V	kthehem			Albanet/OMW | Baseline LexiconSqi	wns/als/wn-data-als.tab | turn_V	baseline_lexicon_exact	turn_V		lexicon_sqi_exact,pos_from_wordnet
kthehem_nga_V	V	kthehem nga			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kthej_V	V	kthej			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kthej_faqe_V	V	kthej faqe			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kthej_mbrapa_V	V	kthej mbrapa			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kthese_V	V	kthesë			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kthim_me_shkembim_V	V	kthim me shkëmbim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kthim_parash_V	V	kthim parash			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kthjellohem_V	V	kthjellohem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kthjellet_V	V	kthjellët			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kualifikim_V	V	kualifikim			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kufi_V	V	kufi			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kufizoj_V	V	kufizoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kuis_V	V	kuis			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kujdes_V	V	kujdes			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kujdes_estetik_V	V	kujdes estetik			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kujdesem_V	V	kujdesem			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kujdesje_V	V	kujdesje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kujtoj_V	V	kujtoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kulloj_V	V	kulloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kultivoj_V	V	kultivoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kumbon_V	V	kumbon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kundershtoj_V	V	kundërshtoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kunderveproj_V	V	kundërveproj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kuptoj_V	V	kuptoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kuptosh_V	V	kuptosh			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kuqeloj_V	V	kuqëloj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kurajoj_V	V	kurajoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kurth_V	V	kurth			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kushtoj_V	V	kushtoj			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
kushton_sa_V	V	kushton sa			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kuti_teneqeje_V	V	kuti teneqeje			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			multiword,pos_from_wordnet
kuterbon_V	V	kutërbon			Albanet/OMW	wns/als/wn-data-als.tab	imported_unreviewed			pos_from_wordnet
